holiday,temp,rain,snow,weather,date,Time,traffic_volume
No,265.53,0,0,Mist,15-12-2012,08:00:00,2407
No,266.5,0,0,Mist,15-12-2012,09:00:00,3169
No,268.61,0,0,Mist,15-12-2012,10:00:00,3519
No,268.61,0,0,Haze,15-12-2012,10:00:00,3519
No,270.29,0,0,Mist,15-12-2012,11:00:00,3938
No,272.37,0,0,Haze,15-12-2012,12:00:00,4030
No,272.37,0,0,Mist,15-12-2012,12:00:00,4030
No,273.72,0,0,Mist,15-12-2012,13:00:00,4235
No,274.45,0,0,Clouds,15-12-2012,14:00:00,4080
No,274.42,0,0,Clouds,15-12-2012,15:00:00,4143
No,274.08,0,0,Clouds,15-12-2012,16:00:00,4347
No,273.42,0,0,Clouds,15-12-2012,17:00:00,4088
No,273.34,0,0,Clouds,15-12-2012,19:00:00,2822
No,273.81,0,0,Clouds,15-12-2012,20:00:00,2420
No,274.18,0,0,Clouds,15-12-2012,21:00:00,2406
No,274.84,0,0,Clouds,15-12-2012,22:00:00,2320
No,275.85,0,0,Clouds,15-12-2012,23:00:00,1621
No,276.06,0,0,Clouds,16-12-2012,00:00:00,1098
No,276.25,0,0,Clouds,16-12-2012,01:00:00,704
No,276.28,0,0,Clouds,16-12-2012,02:00:00,588
No,275.71,0,0,Mist,16-12-2012,03:00:00,307
No,275.71,0,0,Rain,16-12-2012,03:00:00,307
No,275.71,0,0,Haze,16-12-2012,03:00:00,307
No,275.71,0,0,Drizzle,16-12-2012,03:00:00,307
No,275.34,0,0,Mist,16-12-2012,04:00:00,271
No,275.34,0,0,Rain,16-12-2012,04:00:00,271
No,275.34,0,0,Drizzle,16-12-2012,04:00:00,271
No,275.34,0,0,Rain,16-12-2012,04:00:00,271
No,275.16,0,0,Rain,16-12-2012,05:00:00,455
No,275.16,0,0,Mist,16-12-2012,05:00:00,455
No,275.16,0,0,Rain,16-12-2012,05:00:00,455
No,274.98,0,0,Rain,16-12-2012,06:00:00,690
No,274.98,0,0,Mist,16-12-2012,06:00:00,690
No,274.98,0,0,Rain,16-12-2012,06:00:00,690
No,274.89,0,0,Rain,16-12-2012,07:00:00,964
No,274.89,0,0,Mist,16-12-2012,07:00:00,964
No,274.89,0,0,Drizzle,16-12-2012,07:00:00,964
No,274.89,0,0,Rain,16-12-2012,07:00:00,964
No,274.94,0,0,Rain,16-12-2012,08:00:00,1616
No,274.94,0,0,Mist,16-12-2012,08:00:00,1616
No,274.94,0,0,Rain,16-12-2012,08:00:00,1616
No,274.94,0,0,Drizzle,16-12-2012,08:00:00,1616
No,275.03,0,0,Rain,16-12-2012,09:00:00,2300
No,275.03,0,0,Mist,16-12-2012,09:00:00,2300
No,275.03,0,0,Rain,16-12-2012,09:00:00,2300
No,275.03,0,0,Drizzle,16-12-2012,09:00:00,2300
No,275.03,0,0,Drizzle,16-12-2012,09:00:00,2300
No,275.26,0,0,Rain,16-12-2012,10:00:00,3021
No,275.26,0,0,Mist,16-12-2012,10:00:00,3021
No,275.26,0,0,Drizzle,16-12-2012,10:00:00,3021
No,275.26,0,0,Drizzle,16-12-2012,10:00:00,3021
No,275.49,0,0,Rain,16-12-2012,11:00:00,3473
No,275.49,0,0,Mist,16-12-2012,11:00:00,3473
No,275.49,0,0,Drizzle,16-12-2012,11:00:00,3473
No,275.49,0,0,Rain,16-12-2012,12:00:00,3552
No,275.49,0,0,Mist,16-12-2012,12:00:00,3552
No,275.49,0,0,Drizzle,16-12-2012,12:00:00,3552
No,275.34,0,0,Drizzle,16-12-2012,13:00:00,3657
No,275.34,0,0,Mist,16-12-2012,13:00:00,3657
No,275.34,0,0,Rain,16-12-2012,13:00:00,3657
No,275.44,0,0,Drizzle,16-12-2012,14:00:00,3547
No,275.44,0,0,Mist,16-12-2012,14:00:00,3547
No,275.44,0,0,Rain,16-12-2012,14:00:00,3547
No,275.44,0,0,Drizzle,16-12-2012,14:00:00,3547
No,275.17,0,0,Drizzle,16-12-2012,15:00:00,3884
No,275.17,0,0,Mist,16-12-2012,15:00:00,3884
No,275.17,0,0,Rain,16-12-2012,15:00:00,3884
No,275.22,0,0,Mist,16-12-2012,16:00:00,4130
No,275.22,0,0,Rain,16-12-2012,16:00:00,4130
No,275.22,0,0,Fog,16-12-2012,16:00:00,4130
No,275.22,0,0,Drizzle,16-12-2012,16:00:00,4130
No,274.98,0,0,Mist,16-12-2012,17:00:00,3775
No,274.98,0,0,Fog,16-12-2012,17:00:00,3775
No,274.98,0,0,Drizzle,16-12-2012,17:00:00,3775
No,274.98,0,0,Rain,16-12-2012,17:00:00,3775
No,274.85,0,0,Drizzle,16-12-2012,18:00:00,3076
No,274.85,0,0,Mist,16-12-2012,18:00:00,3076
No,274.85,0,0,Fog,16-12-2012,18:00:00,3076
No,274.85,0,0,Rain,16-12-2012,18:00:00,3076
No,274.52,0,0,Rain,16-12-2012,19:00:00,2597
No,274.52,0,0,Fog,16-12-2012,19:00:00,2597
No,274.52,0,0,Mist,16-12-2012,19:00:00,2597
No,274.52,0,0,Drizzle,16-12-2012,19:00:00,2597
No,274.52,0,0,Snow,16-12-2012,19:00:00,2597
No,274.33,0,0,Rain,16-12-2012,20:00:00,2186
No,274.33,0,0,Mist,16-12-2012,20:00:00,2186
No,274.33,0,0,Snow,16-12-2012,20:00:00,2186
No,274.09,0,0,Drizzle,16-12-2012,21:00:00,1945
No,274.09,0,0,Mist,16-12-2012,21:00:00,1945
No,274.09,0,0,Rain,16-12-2012,21:00:00,1945
No,274.09,0,0,Snow,16-12-2012,21:00:00,1945
No,274.09,0,0,Snow,16-12-2012,21:00:00,1945
No,273.67,0,0,Rain,16-12-2012,22:00:00,1476
No,273.67,0,0,Mist,16-12-2012,22:00:00,1476
No,273.67,0,0,Snow,16-12-2012,22:00:00,1476
No,273.57,0,0,Snow,16-12-2012,23:00:00,929
No,273.57,0,0,Mist,16-12-2012,23:00:00,929
No,273.57,0,0,Rain,16-12-2012,23:00:00,929
No,273.85,0,0,Snow,17-12-2012,00:00:00,485
No,273.85,0,0,Mist,17-12-2012,00:00:00,485
No,273.85,0,0,Rain,17-12-2012,00:00:00,485
No,273.98,0,0,Snow,17-12-2012,01:00:00,306
No,273.98,0,0,Mist,17-12-2012,01:00:00,306
No,274.07,0,0,Mist,17-12-2012,02:00:00,250
No,274.08,0,0,Mist,17-12-2012,03:00:00,317
No,274.23,0,0,Mist,17-12-2012,04:00:00,801
No,273.7,0,0,Mist,17-12-2012,05:00:00,2543
No,272.89,0,0,Mist,17-12-2012,06:00:00,5665
No,271.84,0,0,Mist,17-12-2012,07:00:00,6520
No,271.07,0,0,Mist,17-12-2012,08:00:00,5663
No,269.74,0,0,Mist,17-12-2012,09:00:00,5053
No,268.89,0,0,Mist,17-12-2012,10:00:00,4384
No,268.15,0,0,Mist,17-12-2012,11:00:00,4589
No,267.68,0,0,Mist,17-12-2012,12:00:00,4814
No,267.34,0,0,Mist,17-12-2012,13:00:00,4994
No,266.9,0,0,Mist,17-12-2012,14:00:00,5122
No,266.39,0,0,Mist,17-12-2012,15:00:00,5694
No,266.19,0,0,Mist,17-12-2012,16:00:00,6195
No,266.14,0,0,Clouds,17-12-2012,17:00:00,5590
No,266.5,0,0,Clouds,17-12-2012,18:00:00,3996
No,266.65,0,0,Clouds,17-12-2012,19:00:00,2953
No,266.65,0,0,Clouds,17-12-2012,20:00:00,2391
No,266.69,0,0,Clouds,17-12-2012,21:00:00,2018
No,266.69,0,0,Clouds,17-12-2012,22:00:00,1385
No,266.79,0,0,Clouds,17-12-2012,23:00:00,966
No,266.92,0,0,Clouds,18-12-2012,00:00:00,511
No,266.89,0,0,Clouds,18-12-2012,01:00:00,332
No,266.99,0,0,Clouds,18-12-2012,02:00:00,248
No,266.99,0,0,Clouds,18-12-2012,03:00:00,359
No,266.9,0,0,Clouds,18-12-2012,04:00:00,812
No,266.9,0,0,Clouds,18-12-2012,05:00:00,2528
No,266.7,0,0,Mist,18-12-2012,06:00:00,5814
No,266.7,0,0,Mist,18-12-2012,07:00:00,6656
No,266.76,0,0,Mist,18-12-2012,08:00:00,5843
No,266.94,0,0,Snow,18-12-2012,09:00:00,5303
No,266.94,0,0,Mist,18-12-2012,09:00:00,5303
No,267.14,0,0,Mist,18-12-2012,10:00:00,4918
No,267.46,0,0,Haze,18-12-2012,11:00:00,5198
No,267.46,0,0,Mist,18-12-2012,11:00:00,5198
No,267.8,0,0,Mist,18-12-2012,12:00:00,5316
No,268.08,0,0,Mist,18-12-2012,13:00:00,5433
No,268.08,0,0,Haze,18-12-2012,13:00:00,5433
No,268.14,0,0,Mist,18-12-2012,14:00:00,5785
No,268.14,0,0,Haze,18-12-2012,14:00:00,5785
No,268.37,0,0,Mist,18-12-2012,15:00:00,6120
No,268.37,0,0,Haze,18-12-2012,15:00:00,6120
No,268.32,0,0,Mist,18-12-2012,16:00:00,6493
No,268.32,0,0,Haze,18-12-2012,16:00:00,6493
No,268.17,0,0,Haze,18-12-2012,17:00:00,5915
No,268.17,0,0,Mist,18-12-2012,17:00:00,5915
No,268.22,0,0,Mist,18-12-2012,18:00:00,4570
No,268.22,0,0,Haze,18-12-2012,18:00:00,4570
No,268.36,0,0,Mist,18-12-2012,19:00:00,3467
No,268.36,0,0,Haze,18-12-2012,19:00:00,3467
No,268.26,0,0,Mist,18-12-2012,20:00:00,2855
No,268.26,0,0,Mist,18-12-2012,21:00:00,2549
No,268.26,0,0,Haze,18-12-2012,21:00:00,2549
No,268.26,0,0,Mist,18-12-2012,22:00:00,2137
No,268.26,0,0,Snow,18-12-2012,22:00:00,2137
No,268.36,0,0,Mist,18-12-2012,23:00:00,1295
No,268.36,0,0,Snow,18-12-2012,23:00:00,1295
No,268.39,0,0,Snow,19-12-2012,00:00:00,534
No,268.39,0,0,Mist,19-12-2012,00:00:00,534
No,268.3,0,0,Mist,19-12-2012,01:00:00,348
No,268.3,0,0,Snow,19-12-2012,01:00:00,348
No,268.35,0,0,Mist,19-12-2012,02:00:00,278
No,268.35,0,0,Snow,19-12-2012,02:00:00,278
No,268.15,0,0,Mist,19-12-2012,03:00:00,378
No,268.15,0,0,Snow,19-12-2012,03:00:00,378
No,268.12,0,0,Mist,19-12-2012,04:00:00,790
No,268.12,0,0,Snow,19-12-2012,04:00:00,790
No,268.26,0,0,Mist,19-12-2012,05:00:00,2526
No,268.25,0,0,Mist,19-12-2012,06:00:00,5796
No,268.22,0,0,Mist,19-12-2012,07:00:00,6803
No,268.02,0,0,Mist,19-12-2012,08:00:00,5779
No,267.89,0,0,Mist,19-12-2012,09:00:00,5318
No,267.89,0,0,Snow,19-12-2012,09:00:00,5318
No,267.89,0,0,Fog,19-12-2012,09:00:00,5318
No,268.08,0,0,Mist,19-12-2012,10:00:00,4869
No,268.08,0,0,Fog,19-12-2012,10:00:00,4869
No,268.55,0,0,Mist,19-12-2012,11:00:00,4999
No,268.88,0,0,Mist,19-12-2012,12:00:00,5104
No,269.25,0,0,Haze,19-12-2012,13:00:00,5084
No,269.25,0,0,Mist,19-12-2012,13:00:00,5084
No,269.13,0,0,Haze,19-12-2012,14:00:00,5634
No,269.13,0,0,Mist,19-12-2012,14:00:00,5634
No,269.2,0,0,Haze,19-12-2012,15:00:00,5912
No,269.2,0,0,Mist,19-12-2012,15:00:00,5912
No,269.2,0,0,Haze,19-12-2012,16:00:00,6135
No,269.2,0,0,Mist,19-12-2012,16:00:00,6135
No,269.21,0,0,Haze,19-12-2012,17:00:00,5784
No,269.21,0,0,Mist,19-12-2012,17:00:00,5784
No,269.16,0,0,Haze,19-12-2012,18:00:00,4553
No,269.16,0,0,Mist,19-12-2012,18:00:00,4553
No,269.21,0,0,Haze,19-12-2012,19:00:00,3353
No,269.21,0,0,Mist,19-12-2012,19:00:00,3353
No,269.35,0,0,Haze,19-12-2012,20:00:00,2883
No,269.35,0,0,Mist,19-12-2012,20:00:00,2883
No,269.58,0,0,Mist,19-12-2012,21:00:00,2591
No,269.58,0,0,Haze,19-12-2012,21:00:00,2591
No,269.58,0,0,Snow,19-12-2012,21:00:00,2591
No,269.95,0,0,Haze,19-12-2012,22:00:00,2004
No,269.95,0,0,Mist,19-12-2012,22:00:00,2004
No,270.09,0,0,Snow,19-12-2012,23:00:00,1113
No,270.09,0,0,Mist,19-12-2012,23:00:00,1113
No,270.56,0,0,Mist,20-12-2012,00:00:00,641
No,271.06,0,0,Mist,20-12-2012,01:00:00,419
No,271.44,0,0,Mist,20-12-2012,02:00:00,281
No,271.57,0,0,Mist,20-12-2012,03:00:00,391
No,271.43,0,0,Mist,20-12-2012,04:00:00,837
No,271.34,0,0,Clouds,20-12-2012,05:00:00,2489
No,270.61,0,0,Mist,20-12-2012,06:00:00,5277
No,270.28,0,0,Mist,20-12-2012,07:00:00,5631
No,270.17,0,0,Mist,20-12-2012,08:00:00,5444
No,270.17,0,0,Haze,20-12-2012,08:00:00,5444
No,269.74,0,0,Mist,20-12-2012,09:00:00,4803
No,269.74,0,0,Haze,20-12-2012,09:00:00,4803
No,270.01,0,0,Mist,20-12-2012,10:00:00,4500
No,270.62,0,0,Haze,20-12-2012,11:00:00,4785
No,270.62,0,0,Mist,20-12-2012,11:00:00,4785
No,271.41,0,0,Mist,20-12-2012,12:00:00,4800
No,273,0,0,Clouds,20-12-2012,13:00:00,5007
No,272.43,0,0,Haze,20-12-2012,15:00:00,5632
No,271.6,0,0,Mist,20-12-2012,16:00:00,6333
No,271.09,0,0,Mist,20-12-2012,17:00:00,5831
No,270.9,0,0,Clouds,20-12-2012,18:00:00,4279
No,270.72,0,0,Mist,20-12-2012,19:00:00,3270
No,270.89,0,0,Clouds,20-12-2012,20:00:00,2677
No,270.52,0,0,Snow,20-12-2012,21:00:00,2458
No,270.52,0,0,Mist,20-12-2012,21:00:00,2458
No,269.79,0,0,Snow,20-12-2012,22:00:00,2208
No,269.79,0,0,Mist,20-12-2012,22:00:00,2208
No,269.49,0,0,Clouds,20-12-2012,23:00:00,1244
No,268.92,0,0,Clouds,21-12-2012,00:00:00,737
No,268.41,0,0,Snow,21-12-2012,01:00:00,436
No,268.41,0,0,Haze,21-12-2012,01:00:00,436
No,267.99,0,0,Snow,21-12-2012,02:00:00,318
No,267.99,0,0,Mist,21-12-2012,02:00:00,318
No,267.65,0,0,Snow,21-12-2012,03:00:00,386
No,267.65,0,0,Mist,21-12-2012,03:00:00,386
No,267.56,0,0,Snow,21-12-2012,04:00:00,739
No,267.56,0,0,Mist,21-12-2012,04:00:00,739
No,267.56,0,0,Haze,21-12-2012,04:00:00,739
No,267.56,0,0,Snow,21-12-2012,05:00:00,2242
No,267.56,0,0,Mist,21-12-2012,05:00:00,2242
No,267.56,0,0,Haze,21-12-2012,05:00:00,2242
No,267.33,0,0,Snow,21-12-2012,06:00:00,5014
No,267.33,0,0,Mist,21-12-2012,06:00:00,5014
No,267.31,0,0,Snow,21-12-2012,07:00:00,5982
No,267.31,0,0,Mist,21-12-2012,07:00:00,5982
No,267.45,0,0,Snow,21-12-2012,08:00:00,5315
No,267.45,0,0,Mist,21-12-2012,08:00:00,5315
No,267.45,0,0,Haze,21-12-2012,08:00:00,5315
No,267.87,0,0,Snow,21-12-2012,09:00:00,5000
No,267.87,0,0,Mist,21-12-2012,09:00:00,5000
No,268.39,0,0,Snow,21-12-2012,10:00:00,4985
No,268.39,0,0,Mist,21-12-2012,10:00:00,4985
No,268.39,0,0,Haze,21-12-2012,10:00:00,4985
No,268.82,0,0,Haze,21-12-2012,11:00:00,5409
No,269.6,0,0,Clouds,21-12-2012,13:00:00,5578
No,269.38,0,0,Clouds,21-12-2012,14:00:00,5806
No,268.88,0,0,Clouds,21-12-2012,15:00:00,5999
No,268.03,0,0,Clouds,21-12-2012,16:00:00,5968
No,266.72,0,0,Clouds,21-12-2012,17:00:00,5264
No,265.93,0,0,Clouds,21-12-2012,18:00:00,4605
No,265.51,0,0,Clouds,21-12-2012,19:00:00,3725
No,264.53,0,0,Clouds,21-12-2012,20:00:00,3058
No,263.41,0,0,Clouds,21-12-2012,21:00:00,2795
No,262.59,0,0,Clouds,21-12-2012,22:00:00,2724
No,262.15,0,0,Clouds,21-12-2012,23:00:00,1843
No,261.72,0,0,Clear,22-12-2012,00:00:00,1227
No,261.17,0,0,Clear,22-12-2012,01:00:00,741
No,260.86,0,0,Clear,22-12-2012,02:00:00,531
No,260.44,0,0,Clear,22-12-2012,03:00:00,407
No,260.19,0,0,Clear,22-12-2012,04:00:00,394
No,259.74,0,0,Clear,22-12-2012,05:00:00,651
No,259.47,0,0,Clear,22-12-2012,06:00:00,1048
No,259.03,0,0,Clear,22-12-2012,07:00:00,1451
No,259.03,0,0,Clear,22-12-2012,08:00:00,2100
No,259.7,0,0,Clear,22-12-2012,09:00:00,3111
No,261.21,0,0,Clear,22-12-2012,10:00:00,3705
No,262.57,0,0,Clear,22-12-2012,11:00:00,4164
No,263.75,0,0,Clear,22-12-2012,12:00:00,4300
No,264.69,0,0,Clear,22-12-2012,13:00:00,4350
No,265.51,0,0,Clear,22-12-2012,14:00:00,4243
No,265.33,0,0,Clear,22-12-2012,15:00:00,4332
No,264.82,0,0,Clear,22-12-2012,16:00:00,4678
No,263.43,0,0,Clouds,22-12-2012,17:00:00,4384
No,262.44,0,0,Clouds,22-12-2012,18:00:00,3631
No,261.62,0,0,Clouds,22-12-2012,19:00:00,3132
No,261.31,0,0,Clear,22-12-2012,20:00:00,2694
No,260.44,0,0,Clear,22-12-2012,21:00:00,2567
No,260.69,0,0,Clear,22-12-2012,22:00:00,2451
No,260.4,0,0,Clouds,22-12-2012,23:00:00,1693
No,259.94,0,0,Clear,23-12-2012,00:00:00,1063
No,259.69,0,0,Clear,23-12-2012,01:00:00,685
No,259.65,0,0,Clouds,23-12-2012,02:00:00,577
No,260.24,0,0,Clouds,23-12-2012,04:00:00,261
No,260.74,0,0,Mist,23-12-2012,05:00:00,401
No,261.5,0,0,Clouds,23-12-2012,06:00:00,660
No,261.4,0,0,Clouds,23-12-2012,07:00:00,895
No,261.57,0,0,Clouds,23-12-2012,08:00:00,1417
No,262.99,0,0,Clouds,23-12-2012,09:00:00,2288
No,265.29,0,0,Clouds,23-12-2012,10:00:00,2955
No,266.89,0,0,Clouds,23-12-2012,11:00:00,3397
No,268.2,0,0,Clouds,23-12-2012,12:00:00,3324
No,269.17,0,0,Clouds,23-12-2012,13:00:00,3459
No,269.53,0,0,Clear,23-12-2012,14:00:00,3292
No,269.42,0,0,Clear,23-12-2012,15:00:00,3838
No,268.86,0,0,Clear,23-12-2012,16:00:00,4039
No,267.86,0,0,Clear,23-12-2012,17:00:00,3474
No,266.61,0,0,Clear,23-12-2012,18:00:00,3071
No,265.76,0,0,Clear,23-12-2012,19:00:00,2537
No,265.15,0,0,Clear,23-12-2012,20:00:00,2254
No,265.33,0,0,Clear,23-12-2012,21:00:00,2099
No,265.03,0,0,Clear,23-12-2012,22:00:00,1847
No,265.09,0,0,Snow,23-12-2012,23:00:00,1198
No,264.77,0,0,Clouds,24-12-2012,00:00:00,664
No,264.46,0,0,Clouds,24-12-2012,01:00:00,401
No,263.76,0,0,Clouds,24-12-2012,02:00:00,330
No,262.6,0,0,Clouds,24-12-2012,03:00:00,250
No,261.78,0,0,Clouds,24-12-2012,04:00:00,430
No,261.31,0,0,Clouds,24-12-2012,05:00:00,998
No,260.84,0,0,Clouds,24-12-2012,06:00:00,1940
No,260.5,0,0,Clouds,24-12-2012,07:00:00,2440
No,260.01,0,0,Clouds,24-12-2012,08:00:00,2174
No,260.84,0,0,Clouds,24-12-2012,09:00:00,2521
No,262,0,0,Clouds,24-12-2012,10:00:00,3008
No,262.38,0,0,Clear,24-12-2012,11:00:00,3559
No,263.87,0,0,Clouds,24-12-2012,12:00:00,3997
No,264.61,0,0,Clouds,24-12-2012,13:00:00,3821
No,265.41,0,0,Clouds,24-12-2012,14:00:00,4048
No,265.47,0,0,Clouds,24-12-2012,15:00:00,4032
No,265.46,0,0,Clouds,24-12-2012,16:00:00,3759
No,264.76,0,0,Clouds,24-12-2012,17:00:00,3099
No,264.15,0,0,Clouds,24-12-2012,18:00:00,2536
No,263.81,0,0,Clouds,24-12-2012,19:00:00,1972
No,263.32,0,0,Clouds,24-12-2012,20:00:00,2212
No,263.53,0,0,Clouds,24-12-2012,21:00:00,2463
No,263.78,0,0,Clouds,24-12-2012,22:00:00,2240
No,264.12,0,0,Clouds,24-12-2012,23:00:00,1542
Christmas Day,264.4,0,0,Clouds,25-12-2012,00:00:00,803
No,264.52,0,0,Clouds,25-12-2012,01:00:00,575
No,264.42,0,0,Clouds,25-12-2012,02:00:00,352
No,264.31,0,0,Clouds,25-12-2012,03:00:00,191
No,264.31,0,0,Snow,25-12-2012,04:00:00,125
No,263.91,0,0,Snow,25-12-2012,05:00:00,208
No,263.69,0,0,Snow,25-12-2012,06:00:00,432
No,263.45,0,0,Snow,25-12-2012,07:00:00,478
No,263.45,0,0,Mist,25-12-2012,07:00:00,478
No,263.34,0,0,Snow,25-12-2012,08:00:00,642
No,263.2,0,0,Snow,25-12-2012,09:00:00,1138
No,263.26,0,0,Clouds,25-12-2012,10:00:00,1787
No,264.03,0,0,Clouds,25-12-2012,11:00:00,2314
No,264.21,0,0,Clouds,25-12-2012,12:00:00,2549
No,264.12,0,0,Clouds,25-12-2012,13:00:00,2724
No,264.11,0,0,Clear,25-12-2012,14:00:00,2739
No,263.75,0,0,Clear,25-12-2012,15:00:00,2788
No,263.25,0,0,Clear,25-12-2012,16:00:00,2938
No,260.79,0,0,Clear,25-12-2012,17:00:00,2934
No,260.51,0,0,Clear,25-12-2012,18:00:00,2944
No,259.68,0,0,Clear,25-12-2012,19:00:00,2941
No,259.57,0,0,Clear,25-12-2012,20:00:00,2795
No,258.82,0,0,Clear,25-12-2012,21:00:00,2370
No,258.45,0,0,Clear,25-12-2012,22:00:00,1758
No,258.23,0,0,Clear,25-12-2012,23:00:00,1079
No,257.72,0,0,Clear,26-12-2012,00:00:00,539
No,256.97,0,0,Clear,26-12-2012,01:00:00,285
No,256.22,0,0,Clear,26-12-2012,02:00:00,252
No,255.9,0,0,Clear,26-12-2012,03:00:00,275
No,255.5,0,0,Clear,26-12-2012,04:00:00,558
No,254.9,0,0,Clear,26-12-2012,05:00:00,1880
No,254.58,0,0,Clear,26-12-2012,06:00:00,3922
No,254.35,0,0,Clear,26-12-2012,07:00:00,4087
No,253.87,0,0,Clouds,26-12-2012,08:00:00,3745
No,254.84,0,0,Clouds,26-12-2012,09:00:00,3577
No,255.85,0,0,Clouds,26-12-2012,10:00:00,3708
No,256.4,0,0,Clear,26-12-2012,11:00:00,4209
No,258.1,0,0,Clouds,26-12-2012,12:00:00,4422
No,258.93,0,0,Clear,26-12-2012,13:00:00,4699
No,259.3,0,0,Clear,26-12-2012,14:00:00,4935
No,259.35,0,0,Clear,26-12-2012,15:00:00,5203
No,259.97,0,0,Clouds,26-12-2012,16:00:00,5489
No,258.92,0,0,Clouds,26-12-2012,17:00:00,5036
No,258,0,0,Clouds,26-12-2012,18:00:00,3838
No,257.95,0,0,Clouds,26-12-2012,19:00:00,2796
No,257.46,0,0,Clouds,26-12-2012,20:00:00,2327
No,257.49,0,0,Clouds,26-12-2012,21:00:00,2010
No,256.9,0,0,Clouds,26-12-2012,22:00:00,1856
No,256.78,0,0,Clouds,26-12-2012,23:00:00,1139
No,255.83,0,0,Clouds,27-12-2012,00:00:00,686
No,256.27,0,0,Clouds,27-12-2012,01:00:00,418
No,256.57,0,0,Clouds,27-12-2012,02:00:00,301
No,257.12,0,0,Clouds,27-12-2012,03:00:00,303
No,257.32,0,0,Clouds,27-12-2012,04:00:00,625
No,257.57,0,0,Clouds,27-12-2012,05:00:00,2085
No,257.83,0,0,Clouds,27-12-2012,06:00:00,4313
No,258.29,0,0,Clouds,27-12-2012,07:00:00,4795
No,258.39,0,0,Clouds,27-12-2012,08:00:00,4285
No,258.89,0,0,Clouds,27-12-2012,09:00:00,4181
No,259.1,0,0,Clouds,27-12-2012,10:00:00,4177
No,260.67,0,0,Clear,27-12-2012,11:00:00,4434
No,262.73,0,0,Clouds,27-12-2012,12:00:00,4791
No,263.81,0,0,Clouds,27-12-2012,13:00:00,4920
No,264.36,0,0,Clouds,27-12-2012,14:00:00,5212
No,264.62,0,0,Clouds,27-12-2012,15:00:00,5352
No,264.17,0,0,Clear,27-12-2012,16:00:00,5652
No,262.86,0,0,Clear,27-12-2012,17:00:00,4654
No,261.69,0,0,Clear,27-12-2012,18:00:00,3629
No,260.96,0,0,Clear,27-12-2012,19:00:00,2651
No,260.58,0,0,Clear,27-12-2012,20:00:00,2387
No,260.84,0,0,Clouds,27-12-2012,21:00:00,2134
No,260.79,0,0,Clouds,27-12-2012,22:00:00,1971
No,259.53,0,0,Clouds,27-12-2012,23:00:00,1182
No,259.38,0,0,Clouds,28-12-2012,00:00:00,652
No,258.28,0,0,Clouds,28-12-2012,01:00:00,452
No,258.34,0,0,Clouds,28-12-2012,02:00:00,346
No,258.94,0,0,Clouds,28-12-2012,03:00:00,394
No,259.06,0,0,Clouds,28-12-2012,04:00:00,633
No,259.49,0,0,Clouds,28-12-2012,05:00:00,1887
No,259.92,0,0,Clouds,28-12-2012,06:00:00,3913
No,259.95,0,0,Clouds,28-12-2012,07:00:00,4353
No,259.81,0,0,Clouds,28-12-2012,08:00:00,3848
No,260.36,0,0,Clouds,28-12-2012,09:00:00,3860
No,261.91,0,0,Clouds,28-12-2012,10:00:00,3795
No,263.55,0,0,Clouds,28-12-2012,11:00:00,4471
No,265.78,0,0,Clouds,28-12-2012,13:00:00,4860
No,266.14,0,0,Clouds,28-12-2012,14:00:00,5262
No,265.93,0,0,Snow,28-12-2012,15:00:00,5372
No,265.93,0,0,Haze,28-12-2012,15:00:00,5372
No,266.16,0,0,Snow,28-12-2012,16:00:00,5441
No,266.16,0,0,Mist,28-12-2012,16:00:00,5441
No,265.97,0,0,Snow,28-12-2012,17:00:00,4760
No,265.97,0,0,Mist,28-12-2012,17:00:00,4760
No,265.98,0,0,Snow,28-12-2012,18:00:00,4134
No,265.98,0,0,Mist,28-12-2012,18:00:00,4134
No,265.92,0,0,Snow,28-12-2012,19:00:00,3138
No,265.92,0,0,Mist,28-12-2012,19:00:00,3138
No,265.92,0,0,Snow,28-12-2012,20:00:00,2637
No,265.92,0,0,Mist,28-12-2012,20:00:00,2637
No,265.92,0,0,Snow,28-12-2012,21:00:00,2614
No,265.92,0,0,Mist,28-12-2012,21:00:00,2614
No,265.82,0,0,Snow,28-12-2012,22:00:00,2335
No,265.82,0,0,Mist,28-12-2012,22:00:00,2335
No,265.73,0,0,Snow,28-12-2012,23:00:00,1646
No,265.73,0,0,Mist,28-12-2012,23:00:00,1646
No,265.62,0,0,Snow,29-12-2012,00:00:00,1003
No,265.62,0,0,Mist,29-12-2012,00:00:00,1003
No,265.56,0,0,Snow,29-12-2012,01:00:00,670
No,265.56,0,0,Mist,29-12-2012,01:00:00,670
No,265.27,0,0,Snow,29-12-2012,02:00:00,503
No,265.27,0,0,Mist,29-12-2012,02:00:00,503
No,265.52,0,0,Snow,29-12-2012,03:00:00,357
No,265.52,0,0,Mist,29-12-2012,03:00:00,357
No,265.62,0,0,Snow,29-12-2012,04:00:00,399
No,265.62,0,0,Mist,29-12-2012,04:00:00,399
No,265.51,0,0,Snow,29-12-2012,05:00:00,619
No,265.51,0,0,Mist,29-12-2012,05:00:00,619
No,265.32,0,0,Snow,29-12-2012,06:00:00,1018
No,265.14,0,0,Snow,29-12-2012,07:00:00,1280
No,265.14,0,0,Mist,29-12-2012,07:00:00,1280
No,265.19,0,0,Snow,29-12-2012,08:00:00,1774
No,265.19,0,0,Mist,29-12-2012,08:00:00,1774
